,Word,Count
332,either,95
333,away,94
334,xdddd,94
335,everything,94
336,ras,94
337,:O,94
338,fuck,93
339,wanted,93
340,looking,92
341,until,92
342,funny,91
343,died,91
344,everyone,91
345,down,90
346,called,90
347,brain,90
348,find,90
349,haven't,89
350,thats,89
351,phone,89
352,singing,89
353,big,88
354,uh,88
355,new,88
356,"tho,",88
357,LMAO,88
358,dam,88
359,lmaoaoao,88
360,babey,87
361,forgot,87
362,own,87
363,here,86
364,myself,86
365,hear,85
366,years,85
367,year,85
368,end,85
369,actual,84
370,songs,84
371,friend,84
372,nah,84
373,wouldn't,83
374,believe,83
375,fun,83
376,use,83
377,sorry,82
378,work,82
379,house,82
380,around,82
381,stop,81
382,name,81
383,different,81
384,ran,80
385,shure,79
386,Leon,79
387,free,79
388,bandori,79
389,very,79
390,meant,79
391,etc,79
392,thom,78
393,yet,78
394,cry,77
395,"it,",77
396,OK,77
397,pls,77
398,shower,77
399,n,76
400,most,76
401,gets,76
402,lmaooo,76
403,whole,76
404,kidding,75
405,having,74
406,idek,74
407,bich,74
408,open,74
409,ready,74
410,eating,74
411,teacher,73
412,part,73
413,Yea,73
414,class,72
415,dad,72
416,listen,72
417,watched,72
418,me:,71
419,amelia,71
420,anymore,71
421,both,71
422,sleeping,71
423,video,71
424,few,70
425,played,70
426,keep,70
427,:(((,70
428,unless,69
429,least,69
430,call,69
431,live,69
432,together,68
433,okayu,68
434,dumb,68
435,wat,68
436,dinner,68
437,week,68
438,family,68
439,leave,67
440,chem,67
441,knew,67
442,quite,67
443,stupid,67
444,4,67
445,guys,67
446,wrong,66
447,owo,66
448,thinking,66
449,sound,66
450,days,66
451,masuki,66
452,hair,66
453,question,66
454,trying,66
455,left,65
456,ill,65
457,every,65
458,asf,65
459,stream,64
460,aw,63
461,�EEE�EEE���EEE�EEE��,63
462,sing,62
463,help,62
464,bet,62
465,check,62
466,haha,62
467,face,62
468,suck,62
469,ig,61
470,ago,61
471,cant,61
472,show,60
473,except,60
474,bring,60
475,such,60
476,making,60
477,sometimes,60
478,/s,60
479,write,60
480,-,60
481,:DDD,60
482,point,59
483,goes,59
484,yesterday,59
485,whatever,59
486,5,59
487,fr,59
488,hell,59
489,each,58
490,came,58
491,:DD,58
492,tf,58
493,because,58
494,jk,57
495,water,57
496,sus,57
497,bread,57
498,mouse,56
499,head,56
500,LOL,56
501,you're,56
502,yubi,56
503,sorree,56
504,psychology,56
505,man,55
506,later,55
507,"me,",55
508,half,55
509,late,54
510,tiktok,53
511,happy,53
512,English,53
513,wasn't,53
514,finished,53
515,took,53
516,asked,53
517,�EEE�EEE���EEE�EEE���EEE�EEE���EEE�EEE��,53
518,room,53
519,h,53
520,:)),53
521,10,52
522,two,52
523,hololive,52
524,sister,52
525,seen,52
526,mad,52
527,writing,52
528,simp,52
529,while,52
530,rat,52
531,>,52
532,happened,52
533,yE?,52
534,reading,51
535,fat,51
536,shy,51
537,mostly,51
538,many,51
539,shes,51
540,ezpz,50
541,yay,50
542,Bruh,50
543,meet,50
544,change,50
545,hope,50
546,lmaoo,50
547,anime,50
548,study,50
549,Im,50
550,anyone,49
551,without,49
552,it'll,49
553,hot,49
554,0,49
555,writer,49
556,leg,49
557,comes,49
558,apparently,49
559,wrote,48
560,understand,48
561,gave,48
562,words,48
563,feeling,48
564,instead,48
565,broke,47
566,story,47
567,fact,47
568,ipad,47
569,enough,47
570,snap,47
571,telling,46
572,dick,46
573,B,46
574,dum,46
575,started,46
576,games,46
577,sent,46
578,entire,46
579,boring,46
580,bruhhh,46
581,A,46
582,listening,46
583,during,46
584,urself,45
585,these,45
586,baby,45
587,gross,45
588,soon,45
589,gae,45
590,period,45
591,boys,45
592,wake,45
593,kristi,45
594,happening,44
595,gura,44
596,start,44
597,dying,44
598,miss,44
599,stay,44
600,wants,44
601,r,44
602,sike,44
603,old,44
604,acnh,43
605,"u,",43
606,ye?,43
607,once,43
608,date,43
609,dream,43
610,lost,43
611,dw,43
612,normal,42
613,thru,42
614,ass,42
615,type,42
616,asking,42
617,ofc,42
618,wish,41
619,�EEE�EEE�EEE��EEE�EEE�EEE��EEE�EEE�EEE��EEE�EEE�EEE��EEE�EEE�EEE�,41
620,6,41
621,maths,41
622,sick,41
623,kept,41
624,coming,41
625,Friday,41
626,pick,41
627,waifu,41
628,reason,41
629,>:|,41
630,Ye,40
631,asleep,40
632,:[,40
633,heard,40
634,serious,40
635,whilst,40
636,ate,40
637,missed,40
638,"like,",39
639,cover,39
640,random,39
641,suddenly,39
642,tried,39
643,join,39
644,bag,39
645,straight,39
646,speak,39
647,technically,39
648,bye,39
649,jasmine,39
650,�EEE�EEE��EEE�EEE�EEE��EEE�EEE�EEE��EEE,39
651,mind,39
652,food,39
653,who's,39
654,gud,38
655,e,38
656,prelim,38
657,self,38
658,uni,38
659,bday,38
660,=,38
661,rokka,38
662,world,37
663,geeter,37
664,�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE,37
665,text,37
666,body,37
667,ngl,37
668,high,37
669,earphones,37
670,joke,37
671,likes,37
672,add,37
673,trap,37
674,become,36
675,k,36
676,run,36
677,cringe,36
678,ooo,36
679,word,36
680,C,36
681,found,36
682,12,36
683,explain,36
684,aka,35
685,everyday,35
686,hour,35
687,kill,35
688,kiara,35
689,we'll,35
690,answer,35
691,boy,35
692,past,35
693,crying,35
694,"no,",35
695,kms,35
696,full,35
697,bought,34
698,alone,34
699,ended,34
700,money,34
701,yootoob,34
702,relationship,34
703,hurt,34
704,would've,34
705,night,34
706,higher,34
707,rather,34
708,lmaoao,34
709,cold,34
710,scary,33
711,cursed,33
712,felt,33
713,god,33
714,:((((,33
715,feels,33
716,energy,33
717,unit,33
718,yall,33
719,niamh,33
720,"too,",33
721,learn,33
722,cut,33
723,:D',33
724,towards,33
725,lmaoaoaoao,33
726,wash,32
727,gotta,32
728,Good,32
729,�EEE�EEE��EEE�EEE�EEE��EEE,32
730,idea,32
731,guitar,32
732,amazing,32
733,+,32
734,zzzz,32
735,hang,32
736,videos,32
737,under,32
738,waiting,32
739,hours,32
740,eh,32
741,pay,32
742,you'll,31
743,main,31
744,white,31
745,"well,",31
746,drink,31
747,dance,31
748,post,31
749,xddddd,31
750,:))),31
751,bus,31
752,fake,31
753,traps,31
754,Edinburgh,31
755,turn,31
756,liked,31
757,:333,31
758,slept,31
759,gracemount,31
760,n5,31
761,suc,31
762,nnn,31
763,woke,31
764,break,30
765,characters,30
766,jp,30
767,Chinese,30
768,holee,30
769,message,30
770,y,30
771,means,30
772,far,30
773,finish,30
774,fall,30
775,record,30
776,x,30
777,hurts,30
778,barely,30
779,couldn't,30
780,istg,30
781,"that,",30
782,rest,29
783,"leon,",29
784,walk,29
785,en,29
786,shut,29
787,college,29
788,black,29
789,clapped,29
790,paper,29
791,scared,29
792,U,29
793,isla,29
794,salty,29
795,7u7,29
796,plays,29
797,lie,29
798,lying,29
799,daily,29
800,hit,29
801,shouldn't,29
802,place,29
803,early,29
804,morning,29
805,set,28
806,lunch,28
807,WHAT,28
808,obviously,28
809,glasses,28
810,ice,28
811,mine,28
812,second,28
813,hand,28
814,"like,,,",28
815,scene,28
816,spoke,28
817,among,28
818,"anything,",28
819,ah,28
820,tryna,28
821,list,28
822,imma,28
823,uwu,28
824,'o,28
825,tetris,28
826,steady,28
827,test,28
828,using,28
829,After,28
830,needs,28
831,ya,28
832,less,27
833,waifus,27
834,lmaoaoaoaoa,27
835,patch,27
836,!!!!,27
837,funnee,27
838,confused,27
839,>:(((,27
840,case,27
841,taking,27
842,sending,27
843,nop,27
844,double,27
845,questions,27
846,amount,27
847,event,27
848,sucks,27
849,kind,27
850,LMAo,27
851,whats,27
852,okakoro,27
853,pink,26
854,bio,26
855,dreams,26
856,step,26
857,>:((,26
858,smoke,26
859,JP,26
860,looked,26
861,seems,26
862,married,26
863,able,26
864,worth,26
865,convo,26
866,business,26
867,perish,26
868,email,26
869,card,26
870,server,26
871,job,26
872,forget,26
873,7,26
874,loool,26
875,?,26
876,pfp,26
877,lool,26
878,album,26
879,finally,26
880,wonder,26
881,jank,26
882,works,26
883,whether,26
884,lolol,25
885,talked,25
886,outside,25
887,group,25
888,naaa,25
889,NO,25
890,character,25
891,phoebe,25
892,dropped,25
893,noooo,25
894,nut,25
895,crazy,25
896,band,25
897,scenes,25
898,...,25
899,choice,25
900,team,25
901,How's,25
902,sense,25
903,exactly,25
904,bonk,25
905,side,25
906,annoying,25
907,2h,25
908,drive,25
909,piece,25
910,move,25
911,upset,25
912,squishy,25
913,knows,25
914,drop,25
915,11,24
916,she'll,24
917,"yea,",24
918,terrible,24
919,you'd,24
920,bored,24
921,uhh,24
922,texting,24
923,Nice,24
924,hentai,24
925,general,24
926,thicc,24
927,glad,24
928,personal,24
929,touch,24
930,eyes,24
931,notes,24
932,lowkey,24
933,afterall,24
934,it?,24
935,loud,24
936,grades,24
937,nooo,24
938,stuck,24
939,realised,24
940,streaming,24
941,imo,24
942,awake,24
943,mum:,24
944,electric,24
945,embarrassing,23
946,top,23
947,bebby,23
948,mood,23
949,heat,23
950,enjoy,23
951,lil,23
952,kids,23
953,island,23
954,beat,23
955,near,23
956,switch,23
957,happens,23
958,cards,23
959,t,23
960,YE,23
961,aren't,23
962,genshin,23
963,:33,23
964,brooo,23
965,fast,23
966,killed,23
967,plot,23
968,lyrics,23
969,ones,23
970,gives,23
971,irl,23
972,seconds,23
973,lmaO,23
974,uhm,23
975,lose,23
976,fucking,23
977,breakfast,23
978,link,23
979,care,23
980,wear,23
981,walking,22
982,ame,22
983,gone,22
984,jianer,22
985,along,22
986,giant,22
987,prelims,22
988,giving,22
989,aisha,22
990,extra,22
991,Oh,22
992,taste,22
993,tho?,22
994,parents,22
995,you've,22
996,fail,22
997,fanfic,22
998,possible,22
999,brother's,22
1000,short,22
1001,earlier,22
1002,steal,22
1003,chorus,22
1004,didnt,22
1005,cannot,22
1006,where's,22
1007,nearly,22
1008,account,22
1009,kid,22
1010,pics,22
1011,u?,22
1012,months,22
1013,pain,22
1014,cbb,22
1015,'I,22
1016,cried,21
1017,close,21
1018,100%,21
1019,sex,21
1020,pron,21
1021,kaoru,21
1022,leon:,21
1023,omega,21
1024,catch,21
1025,mouth,21
1026,despite,21
1027,they'll,21
1028,damn,21
1029,apple,21
1030,dead,21
1031,"shit,",21
1032,patched,21
1033,plan,21
1034,screen,21
1035,aura,21
1036,thoughts,21
1037,area,21
1038,series,21
1039,asmr,21
1040,behind,21
1041,upload,21
1042,expect,21
1043,hes,21
1044,changed,21
1045,periods,21
1046,perfect,21
1047,sweat,21
1048,tiddies,21
1049,supposed,21
1050,whenever,21
1051,lololo,21
1052,busy,21
1053,depends,21
1054,"anyway,",21
1055,honey,21
1056,thinks,21
1057,yukina,21
1058,chu2,21
1059,hands,21
1060,osci,20
1061,deadass,20
1062,weak,20
1063,me?,20
1064,bred,20
1065,"shy,",20
1066,totally,20
1067,favourite,20
1068,vc,20
1069,10000%,20
1070,maybey,20
1071,keeps,20
1072,ps4,20
1073,???,20
1074,goodbye,20
1075,afro,20
1076,'ye,20
1077,jhin,20
1078,edgy,20
1079,hi,20
1080,ep,20
1081,online,20
1082,dude,20
1083,"time,",20
1084,salt,20
1085,meme,20
1086,hold,20
1087,collab,20
1088,:OO,20
1089,"okay,",20
1090,plez,20
1091,history,20
1092,�EEE�EEE���EEE�EEE���EEE�EEE���EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE,20
1093,100000%,20
1094,written,20
1095,takes,20
1096,30m,20
1097,lmaoooo,20
1098,chemistry,20
1099,tea,20
1100,"her,",20
1101,comment,20
1102,awww,20
1103,spend,20
1104,dating,19
1105,Idk,19
1106,rules,19
1107,insta,19
1108,deep,19
1109,:OOO,19
1110,10m,19
1111,argument,19
1112,speaking,19
1113,D,19
1114,flat,19
1115,results,19
1116,uhhh,19
1117,shitty,19
1118,LEON,19
1119,hopefully,19
1120,between,19
1121,bang,19
1122,ticket,19
1123,gen,19
1124,original,19
1125,fell,19
1126,rice,19
1127,aaaa,19
1128,Thom,19
1129,space,19
1130,failed,19
1131,happen,19
1132,enthalpy,19
1133,needed,19
1134,clear,19
1135,9,19
1136,vid,19
1137,gf,19
1138,IS,18
1139,kira,18
1140,yea?,18
1141,TV,18
1142,stopped,18
1143,fc,18
1144,tomoe,18
1145,excited,18
1146,several,18
1147,goooo,18
1148,rip,18
1149,hates,18
1150,mice,18
1151,hey,18
1152,how's,18
1153,getcha,18
1154,shopping,18
1155,tsugu,18
1156,pop,18
1157,nvm,18
1158,decided,18
1159,male,18
1160,�EEE�EEE�,18
1161,door,18
1162,thank,18
1163,bigger,18
1164,worse,18
1165,waste,18
1166,solo,18
1167,giga,18
1168,'u,18
1169,SO,18
1170,compared,18
1171,twice,18
1172,running,18
1173,skin,18
1174,must,18
1175,front,18
1176,listened,18
1177,tbf,18
1178,spent,18
1179,party,18
1180,asian,18
1181,:DDDD,18
1182,single,18
1183,terms,17
1184,really?,17
1185,coke,17
1186,AND,17
1187,true,17
1188,nudes,17
1189,dies,17
1190,effort,17
1191,vids,17
1192,turnips,17
1193,leaving,17
1194,everytime,17
1195,picture,17
1196,statement,17
1197,living,17
1198,'haha,17
1199,polar,17
1200,allowed,17
1201,icbb,17
1202,"tbh,",17
1203,val's,17
1204,:)',17
1205,blame,17
1206,herself,17
1207,exams,17
1208,low,17
1209,number,17
1210,birthday,17
1211,I'M,17
1212,Cameron,17
1213,'why,17
1214,wasted,17
1215,comfy,17
1216,27,17
1217,"now,",17
1218,hug,17
1219,dk,17
1220,"like,,",17
1221,burn,17
1222,blood,17
1223,learning,17
1224,mcrn,17
1225,speed,17
1226,�EEE�EEE���EEE�EEE���EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE,17
1227,clearly,17
1228,overwatch,17
1229,hasn't,17
1230,eye,17
1231,pc,17
1232,calls,17
1233,esp,17
1234,rhythm,17
1235,marry,17
1236,calli,17
1237,wearing,17
1238,broken,17
1239,relationships,17
1240,fic,17
1241,seriously,17
1242,dreamt,17
1243,liking,17
1244,�EEE�EEE�EEE,17
1245,pronhub,17
1246,toll,17
1247,idrk,17
1248,issue,17
1249,typing,17
1250,studying,17
1251,loved,17
1252,legit,17
1253,talks,16
1254,gimme,16
1255,weren't,16
1256,mute,16
1257,spider,16
1258,it�EEE��EEEs,16
1259,she'd,16
1260,update,16
1261,looool,16
1262,smut,16
1263,gates,16
1264,messages,16
1265,racist,16
1266,middle,16
1267,wont,16
1268,"idk,",16
1269,save,16
1270,squish,16
1271,ME,16
1272,ship,16
1273,4*,16
1274,forward,16
1275,90%,16
1276,lewd,16
1277,bowl,16
1278,stomach,16
1279,s,16
1280,worst,16
1281,creepy,16
1282,"school,",16
1283,gamer,16
1284,piano,16
1285,cat,16
1286,men,16
1287,It,16
1288,chisato,16
1289,2d,16
1290,content,16
1291,ugh,16
1292,realise,16
1293,sekai,16
1294,exist,16
1295,ha2n,16
1296,aww,16
1297,smoking,16
1298,bully,15
1299,ends,15
1300,letter,15
1301,THE,15
1302,social,15
1303,legs,15
1304,wife,15
1305,mask,15
1306,cousins,15
1307,ignore,15
1308,child,15
1309,intro,15
1310,"up,",15
1311,no.,15
1312,fix,15
1313,overrated,15
1314,belle,15
1315,fan,15
1316,count,15
1317,sake,15
1318,expensive,15
1319,note,15
1320,crush,15
1321,edit,15
1322,....,15
1323,"day,",15
1324,>:(',15
1325,clean,15
1326,disappearance,15
1327,turned,15
1328,channel,15
1329,force,15
1330,??,15
1331,roselia,15
1332,"again,",15
1333,havent,15
1334,red,15
1335,'yea,15
1336,tasty,15
1337,kick,15
1338,liberton,15
1339,feelings,15
1340,chill,15
1341,physically,15
1342,Andrea,15
1343,star,15
1344,buying,15
1345,age,15
1346,mentioned,15
1347,box,15
1348,stick,15
1349,rats,15
1350,morrisons,15
1351,bloom,15
1352,normally,15
1353,paragraph,15
1354,future,15
1355,against,15
1356,hoe,15
1357,weeks,15
1358,slow,15
1359,genuinely,15
1360,forever,15
1361,ringing,15
1362,overall,15
1363,sitting,15
1364,"thing,",15
1365,sasanqua,15
1366,seem,15
1367,�EEE�EEE���EEE�EEE���EEE�EEE���EEE�EEE���EEE�EEE��,15
1368,strings,15
1369,showed,15
1370,hole,15
1371,afterwards,15
1372,kasumi,14
1373,obsessed,14
1374,pass,14
1375,TO,14
1376,fucked,14
1377,bs,14
1378,"bro,",14
1379,spicy,14
1380,yubis,14
1381,pekora,14
1382,noire,14
1383,fc'd,14
1384,oof,14
1385,brush,14
1386,minute,14
1387,hows,14
1388,review,14
1389,"fine,",14
1390,pillow,14
1391,inside,14
1392,flowers,14
1393,ez,14
1394,month,14
1395,recording,14
1396,50,14
1397,val:,14
1398,mum's,14
1399,sell,14
1400,teeth,14
1401,chose,14
1402,turns,14
1403,usual,14
1404,calling,14
1405,chat,14
1406,smol,14
1407,obvs,14
1408,"etc,",14
1409,tinee,14
1410,lock,14
1411,grew,14
1412,sees,14
1413,he'll,14
1414,worry,14
1415,cake,14
1416,definitely,14
1417,meeting,14
1418,virgin,14
1419,dad's,14
1420,order,14
1421,sum,14
1422,rap,14
1423,op,14
1424,fault,14
1425,la,14
1426,"good,",14
1427,gooo,14
1428,valen,14
1429,'oh,14
1430,stars,14
1431,yea...,14
1432,ptsd,14
1433,draw,14
1434,bf,14
1435,wouldnt,14
1436,Big,14
1437,vibes,14
1438,beautiful,14
1439,pride,14
1440,studied,14
1441,okaeri,14
1442,E,14
1443,appreciate,14
1444,wanting,14
1445,Christmas,14
1446,tonight,14
1447,ammirite,14
1448,jesus,14
1449,MY,14
1450,yourself,14
1451,line,14
1452,;))),14
1453,interesting,14
1454,depressed,14
1455,slime,14
1456,opened,14
1457,Mr,13
1458,peen,13
1459,gm,13
1460,caitlin,13
1461,excuse,13
1462,horny,13
1463,y/o,13
1464,goodnight,13
1465,As,13
1466,editing,13
1467,I�EEE��EEEm,13
1468,hat,13
1469,fire,13
1470,hm,13
1471,crispy,13
1472,bike,13
1473,13,13
1474,20m,13
1475,Netflix,13
1476,bts,13
1477,log,13
1478,fils,13
1479,ara,13
1480,lonely,13
1481,pull,13
1482,disgusting,13
1483,porn,13
1484,"life,",13
1485,'omg,13
1486,loli,13
1487,mental,13
1488,points,13
1489,ps,13
1490,becomes,13
1491,kno?,13
1492,practice,13
1493,charging,13
1494,pog,13
1495,hanging,13
1496,delphine,13
1497,x_x,13
1498,fridge,13
1499,sort,13
1500,masurokka,13
1501,tempted,13
1502,across,13
1503,joined,13
1504,mobile,13
1505,episode,13
1506,matter,13
1507,.,13
1508,cheating,13
1509,15m,13
1510,gran,13
1511,neither,13
1512,hearing,13
1513,reaction,13
1514,marks,13
1515,mention,13
1516,noods,13
1517,Imma,13
1518,"stuff,",13
1519,everywhere,13
1520,nooooo,13
1521,onto,13
1522,emotional,13
1523,surprised,13
1524,lines,13
1525,worried,13
1526,kpop,13
1527,spiders,13
1528,female,13
1529,selling,13
1530,romantic,13
1531,va,13
1532,showing,13
1533,&,13
1534,"them,",13
1535,system,13
1536,primary,13
1537,grow,13
1538,angel,13
1539,lolicon,13
1540,u',13
1541,minutes,13
1542,mums,13
1543,????,13
1544,clip,13
1545,jokes,13
1546,flower,13
1547,Lisa,13
1548,corner,13
1549,option,12
1550,5m,12
1551,midway,12
1552,art,12
1553,Holy,12
1554,seeing,12
1555,texted,12
1556,canto,12
1557,The,12
1558,hybrids,12
1559,attention,12
1560,boooo,12
1561,interested,12
1562,First,12
1563,2am,12
1564,Monday,12
1565,voices,12
1566,sooo,12
1567,collection,12
1568,sounded,12
1569,bebbies,12
1570,'wow,12
1571,smell,12
1572,�EEE�EEE�EEE�EEE�EEE�EEE��EEE�EEE�,12
1573,walked,12
1574,starting,12
1575,hina,12
1576,staying,12
1577,holy,12
1578,honestly,12
1579,fil,12
1580,drunk,12
1581,button,12
1582,kiss,12
1583,reigning,12
1584,"this,",12
1585,<@247710927959359488>,12
1586,comments,12
1587,unravel,12
1588,reality,12
1589,l,12
1590,weeb,12
1591,follow,12
1592,could've,12
1593,killing,12
1594,it',12
1595,longer,12
1596,someone's,12
1597,"ye,",12
1598,3*,12
1599,it.,12
1600,shark,12
1601,St,12
1602,'lol,12
1603,like..,12
1604,upstairs,12
1605,downstairs,12
1606,pissed,12
1607,discord,12
1608,pack,12
1609,junkie,12
1610,enjoyed,12
1611,structure,12
1612,psycho,12
1613,20,12
1614,twist,12
1615,chinese,12
1616,2w,12
1617,returns,12
1618,starts,12
1619,theory,12
1620,project,12
1621,light,12
1622,patching,12
1623,hwk,12
1624,hello,12
1625,holiday,12
1626,book,12
1627,ear,12
1628,remind,12
1629,raise,12
1630,cube,12
1631,heart,12
1632,stg,12
1633,t&t,12
1634,accent,12
1635,bakery,12
1636,they'd,12
1637,problem,12
1638,China,12
1639,image,12
1640,remembered,12
1641,>:((((,12
1642,shouldve,12
1643,itself,12
1644,alcohol,12
1645,depression,12
1646,awkward,12
1647,covid,12
1648,names,12
1649,puyo,12
1650,lately,12
1651,awful,12
1652,laughing,12
1653,non,12
1654,roll,12
1655,c,12
1656,through,11
1657,"work,",11
1658,chance,11
1659,AAAAA,11
1660,met,11
1661,somebody,11
1662,3d,11
1663,episodes,11
1664,doesnt,11
1665,daddy,11
1666,arms,11
1667,YES,11
1668,grade,11
1669,weed,11
1670,losing,11
1671,tier,11
1672,car,11
1673,id,11
1674,opening,11
1675,strong,11
1676,empty,11
1677,2nd,11
1678,support,11
1679,saaya,11
1680,important,11
1681,N,11
1682,ain't,11
1683,"know,",11
1684,became,11
1685,lady,11
1686,window,11
1687,mentally,11
1688,lOl,11
1689,movie,11
1690,present,11
1691,confusing,11
1692,bitch,11
1693,drums,11
1694,asks,11
1695,table,11
1696,bunny,11
1697,deal,11
1698,tastes,11
1699,kanon,11
1700,duck,11
1701,options,11
1702,p,11
1703,collect,11
1704,ohhh,11
1705,nose,11
1706,win,11
1707,30,11
1708,;)),11
1709,�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE�EEE,11
1710,charge,11
1711,pedo,11
1712,chords,11
1713,blue,11
1714,advice,11
1715,24/7,11
1716,teachers,11
1717,match,11
1718,doubt,11
1719,"see,",11
1720,stoopid,11
1721,moving,11
1722,justice,11
1723,fit,11
1724,fate,11
1725,girl:,11
1726,sayo,11
1727,example,11
1728,ears,11
1729,essay,11
1730,rn:,11
1731,IT,11
1732,Japanese,11
1733,noticed,11
1734,fortune,11
